sample_id,kind,family,method,status,applicability,output_kind,reason
controlled-v1/normal_mixing/00,controlled,normal_mixing,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/00,controlled,normal_mixing,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/00,controlled,normal_mixing,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/normal_mixing/00,controlled,normal_mixing,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/normal_mixing/00,controlled,normal_mixing,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/normal_mixing/00,controlled,normal_mixing,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/normal_mixing/00,controlled,normal_mixing,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/01,controlled,normal_mixing,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/01,controlled,normal_mixing,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/01,controlled,normal_mixing,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/normal_mixing/01,controlled,normal_mixing,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/normal_mixing/01,controlled,normal_mixing,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/normal_mixing/01,controlled,normal_mixing,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/normal_mixing/01,controlled,normal_mixing,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/02,controlled,normal_mixing,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/02,controlled,normal_mixing,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/normal_mixing/02,controlled,normal_mixing,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/normal_mixing/02,controlled,normal_mixing,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/normal_mixing/02,controlled,normal_mixing,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/normal_mixing/02,controlled,normal_mixing,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/02,controlled,normal_mixing,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/03,controlled,normal_mixing,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/03,controlled,normal_mixing,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/03,controlled,normal_mixing,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/normal_mixing/03,controlled,normal_mixing,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/normal_mixing/03,controlled,normal_mixing,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/normal_mixing/03,controlled,normal_mixing,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/normal_mixing/03,controlled,normal_mixing,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/04,controlled,normal_mixing,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/normal_mixing/04,controlled,normal_mixing,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/normal_mixing/04,controlled,normal_mixing,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/normal_mixing/04,controlled,normal_mixing,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/04,controlled,normal_mixing,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/04,controlled,normal_mixing,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/04,controlled,normal_mixing,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/normal_mixing/05,controlled,normal_mixing,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/normal_mixing/05,controlled,normal_mixing,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/normal_mixing/05,controlled,normal_mixing,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/normal_mixing/05,controlled,normal_mixing,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/05,controlled,normal_mixing,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/05,controlled,normal_mixing,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/05,controlled,normal_mixing,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/normal_mixing/06,controlled,normal_mixing,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/normal_mixing/06,controlled,normal_mixing,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/06,controlled,normal_mixing,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/06,controlled,normal_mixing,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/06,controlled,normal_mixing,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/normal_mixing/06,controlled,normal_mixing,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/normal_mixing/06,controlled,normal_mixing,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/normal_mixing/07,controlled,normal_mixing,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/07,controlled,normal_mixing,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/07,controlled,normal_mixing,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/normal_mixing/07,controlled,normal_mixing,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/normal_mixing/07,controlled,normal_mixing,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/normal_mixing/07,controlled,normal_mixing,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/normal_mixing/07,controlled,normal_mixing,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/08,controlled,normal_mixing,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/normal_mixing/08,controlled,normal_mixing,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/normal_mixing/08,controlled,normal_mixing,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/08,controlled,normal_mixing,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/08,controlled,normal_mixing,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/08,controlled,normal_mixing,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/normal_mixing/08,controlled,normal_mixing,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/normal_mixing/09,controlled,normal_mixing,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/09,controlled,normal_mixing,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/normal_mixing/09,controlled,normal_mixing,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/normal_mixing/09,controlled,normal_mixing,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/normal_mixing/09,controlled,normal_mixing,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/normal_mixing/09,controlled,normal_mixing,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/normal_mixing/09,controlled,normal_mixing,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/00,controlled,split_merge_shared_targets,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/split_merge_shared_targets/00,controlled,split_merge_shared_targets,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/split_merge_shared_targets/00,controlled,split_merge_shared_targets,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/split_merge_shared_targets/00,controlled,split_merge_shared_targets,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/split_merge_shared_targets/00,controlled,split_merge_shared_targets,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/00,controlled,split_merge_shared_targets,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/00,controlled,split_merge_shared_targets,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/01,controlled,split_merge_shared_targets,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/01,controlled,split_merge_shared_targets,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/split_merge_shared_targets/01,controlled,split_merge_shared_targets,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/split_merge_shared_targets/01,controlled,split_merge_shared_targets,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/split_merge_shared_targets/01,controlled,split_merge_shared_targets,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/split_merge_shared_targets/01,controlled,split_merge_shared_targets,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/01,controlled,split_merge_shared_targets,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/02,controlled,split_merge_shared_targets,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/split_merge_shared_targets/02,controlled,split_merge_shared_targets,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/02,controlled,split_merge_shared_targets,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/02,controlled,split_merge_shared_targets,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/02,controlled,split_merge_shared_targets,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/split_merge_shared_targets/02,controlled,split_merge_shared_targets,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/split_merge_shared_targets/02,controlled,split_merge_shared_targets,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/split_merge_shared_targets/03,controlled,split_merge_shared_targets,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/split_merge_shared_targets/03,controlled,split_merge_shared_targets,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/split_merge_shared_targets/03,controlled,split_merge_shared_targets,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/split_merge_shared_targets/03,controlled,split_merge_shared_targets,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/split_merge_shared_targets/03,controlled,split_merge_shared_targets,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/03,controlled,split_merge_shared_targets,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/03,controlled,split_merge_shared_targets,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/04,controlled,split_merge_shared_targets,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/04,controlled,split_merge_shared_targets,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/04,controlled,split_merge_shared_targets,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/04,controlled,split_merge_shared_targets,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/split_merge_shared_targets/04,controlled,split_merge_shared_targets,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/split_merge_shared_targets/04,controlled,split_merge_shared_targets,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/split_merge_shared_targets/04,controlled,split_merge_shared_targets,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/split_merge_shared_targets/05,controlled,split_merge_shared_targets,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/05,controlled,split_merge_shared_targets,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/split_merge_shared_targets/05,controlled,split_merge_shared_targets,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/split_merge_shared_targets/05,controlled,split_merge_shared_targets,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/split_merge_shared_targets/05,controlled,split_merge_shared_targets,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/split_merge_shared_targets/05,controlled,split_merge_shared_targets,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/05,controlled,split_merge_shared_targets,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/split_merge_shared_targets/06,controlled,split_merge_shared_targets,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/split_merge_shared_targets/06,controlled,split_merge_shared_targets,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
